"ORDER_ID","ORDER_TMS","CUSTOMER_ID","ORDER_STATUS","STORE_ID"
878,"2021-10-01T17:03:41.096154Z",350,"COMPLETE",1
879,"2021-10-01T22:15:47.7032Z",77,"COMPLETE",1
880,"2021-10-02T07:17:53.238646Z",224,"COMPLETE",1
881,"2021-10-02T16:58:55.715259Z",248,"COMPLETE",1
882,"2021-10-02T22:04:30.260184Z",265,"COMPLETE",4
883,"2021-10-03T00:04:52.428308Z",121,"COMPLETE",1
884,"2021-10-03T03:03:10.979326Z",189,"COMPLETE",1
885,"2021-10-03T05:43:26.198637Z",171,"COMPLETE",1
886,"2021-10-03T06:12:33.116744Z",54,"COMPLETE",1
887,"2021-10-03T16:00:59.56494Z",206,"COMPLETE",1
888,"2021-10-03T17:24:42.616517Z",228,"COMPLETE",1
889,"2021-10-03T19:59:51.998323Z",150,"COMPLETE",5
890,"2021-10-04T06:01:46.085084Z",379,"COMPLETE",1
891,"2021-10-05T17:30:26.191267Z",61,"COMPLETE",1
892,"2021-10-05T18:35:12.64784Z",208,"COMPLETE",1
893,"2021-10-05T23:23:42.224134Z",116,"COMPLETE",1
894,"2021-10-06T10:24:43.846048Z",317,"COMPLETE",1
895,"2021-10-06T15:04:25.976974Z",301,"COMPLETE",11
896,"2021-10-06T16:24:35.399718Z",192,"COMPLETE",1
897,"2021-10-06T17:46:59.915439Z",203,"COMPLETE",1
898,"2021-10-06T20:22:00.585315Z",91,"COMPLETE",4
899,"2021-10-06T20:37:49.467272Z",17,"COMPLETE",1
900,"2021-10-07T00:50:41.609052Z",98,"COMPLETE",11
901,"2021-10-07T03:01:14.865421Z",248,"COMPLETE",1
902,"2021-10-07T03:23:49.894589Z",152,"COMPLETE",7
903,"2021-10-07T03:57:52.732367Z",224,"COMPLETE",1
904,"2021-10-07T09:37:13.446742Z",258,"COMPLETE",1
905,"2021-10-07T15:20:44.815032Z",122,"COMPLETE",1
906,"2021-10-07T20:20:35.385258Z",370,"COMPLETE",1
907,"2021-10-07T23:51:26.714826Z",382,"COMPLETE",1
908,"2021-10-08T08:13:06.842274Z",350,"COMPLETE",2
909,"2021-10-08T12:31:28.594646Z",157,"COMPLETE",12
910,"2021-10-08T15:12:20.205448Z",103,"COMPLETE",1
911,"2021-10-09T03:57:59.075352Z",362,"COMPLETE",1
912,"2021-10-09T04:22:12.704849Z",165,"COMPLETE",1
913,"2021-10-09T06:15:41.007769Z",212,"COMPLETE",9
914,"2021-10-09T09:28:26.67526Z",163,"COMPLETE",1
915,"2021-10-09T09:58:10.531857Z",43,"COMPLETE",14
916,"2021-10-09T10:15:31.587345Z",321,"COMPLETE",1
917,"2021-10-09T11:02:28.684829Z",45,"COMPLETE",1
918,"2021-10-09T18:18:12.993863Z",118,"COMPLETE",1
919,"2021-10-10T00:31:43.059773Z",238,"COMPLETE",6
920,"2021-10-10T04:55:19.471734Z",4,"COMPLETE",4
921,"2021-10-10T10:48:53.165845Z",134,"COMPLETE",1
922,"2021-10-10T11:46:09.768559Z",346,"COMPLETE",1
923,"2021-10-10T11:46:40.328005Z",118,"COMPLETE",2
924,"2021-10-10T15:09:38.457042Z",355,"COMPLETE",1
925,"2021-10-10T17:10:10.006522Z",275,"COMPLETE",1
926,"2021-10-10T19:45:22.632255Z",359,"COMPLETE",1
927,"2021-10-10T19:56:03.295974Z",146,"COMPLETE",1
928,"2021-10-11T04:03:45.848273Z",9,"COMPLETE",1
929,"2021-10-11T04:04:42.712426Z",294,"COMPLETE",4
930,"2021-10-11T04:31:55.279958Z",190,"COMPLETE",1
931,"2021-10-11T09:13:47.258382Z",153,"COMPLETE",1
932,"2021-10-11T10:41:30.336912Z",334,"COMPLETE",1
933,"2021-10-11T11:25:07.727638Z",299,"COMPLETE",1
934,"2021-10-11T22:16:05.71338Z",240,"COMPLETE",1
935,"2021-10-12T05:00:03.436544Z",385,"COMPLETE",8
936,"2021-10-12T20:15:39.717974Z",124,"COMPLETE",8
937,"2021-10-13T00:51:13.587219Z",255,"COMPLETE",1
938,"2021-10-13T11:01:46.264225Z",318,"COMPLETE",1
939,"2021-10-13T12:39:51.912689Z",257,"COMPLETE",1
940,"2021-10-13T15:21:58.518359Z",161,"COMPLETE",1
941,"2021-10-13T16:25:23.567854Z",362,"COMPLETE",1
942,"2021-10-14T01:38:42.282479Z",214,"COMPLETE",11
943,"2021-10-14T03:37:42.139148Z",10,"COMPLETE",1
944,"2021-10-14T07:48:25.982079Z",385,"COMPLETE",1
945,"2021-10-14T08:18:41.43579Z",274,"COMPLETE",1
946,"2021-10-14T23:23:00.864685Z",236,"COMPLETE",4
947,"2021-10-15T04:52:27.352655Z",29,"COMPLETE",1
948,"2021-10-15T14:12:40.653362Z",175,"COMPLETE",1
949,"2021-10-15T15:01:58.03763Z",147,"COMPLETE",1
950,"2021-10-15T17:58:32.40198Z",7,"COMPLETE",1
951,"2021-10-15T20:23:53.591646Z",237,"COMPLETE",5
952,"2021-10-15T20:32:12.541993Z",207,"COMPLETE",1
953,"2021-10-16T07:17:42.686863Z",358,"COMPLETE",10
954,"2021-10-16T16:08:34.87856Z",118,"COMPLETE",1
955,"2021-10-16T19:05:38.448638Z",33,"COMPLETE",1
956,"2021-10-17T02:42:46.350108Z",328,"COMPLETE",1
957,"2021-10-17T02:52:15.766604Z",384,"COMPLETE",1
958,"2021-10-17T03:19:08.095395Z",237,"COMPLETE",1
959,"2021-10-17T03:44:38.681562Z",266,"COMPLETE",5
960,"2021-10-17T08:14:25.241276Z",11,"COMPLETE",1
961,"2021-10-17T08:49:41.072126Z",123,"COMPLETE",7
962,"2021-10-17T18:56:59.683584Z",111,"COMPLETE",1
963,"2021-10-17T23:13:46.811282Z",156,"COMPLETE",11
964,"2021-10-17T23:22:43.517158Z",301,"REFUNDED",1
965,"2021-10-18T04:03:27.162955Z",130,"COMPLETE",1
966,"2021-10-18T08:28:06.850038Z",244,"COMPLETE",1
967,"2021-10-18T10:58:11.666764Z",33,"COMPLETE",1
968,"2021-10-18T11:26:07.286451Z",9,"COMPLETE",1
969,"2021-10-18T13:12:40.413822Z",95,"COMPLETE",8
970,"2021-10-18T21:52:33.531823Z",25,"COMPLETE",1
971,"2021-10-19T04:36:22.602896Z",364,"COMPLETE",1
972,"2021-10-19T13:08:36.540797Z",6,"COMPLETE",6
973,"2021-10-19T13:31:42.130271Z",121,"COMPLETE",5
974,"2021-10-19T16:30:09.442692Z",173,"COMPLETE",1
975,"2021-10-19T20:09:31.28614Z",391,"COMPLETE",1
976,"2021-10-20T03:45:01.932129Z",161,"COMPLETE",1
977,"2021-10-20T10:31:01.53309Z",188,"COMPLETE",1
978,"2021-10-20T17:41:07.589675Z",369,"COMPLETE",1
979,"2021-10-20T18:42:46.387851Z",43,"COMPLETE",14
980,"2021-10-20T22:49:24.989126Z",207,"COMPLETE",4
981,"2021-10-21T05:15:07.725659Z",27,"COMPLETE",1
982,"2021-10-21T15:02:11.955109Z",213,"COMPLETE",1
983,"2021-10-22T00:27:15.853668Z",170,"COMPLETE",1
984,"2021-10-22T02:06:03.610064Z",180,"COMPLETE",6
985,"2021-10-22T03:50:55.633983Z",184,"COMPLETE",1
986,"2021-10-22T05:59:46.86285Z",10,"COMPLETE",10
987,"2021-10-23T01:49:54.173598Z",201,"COMPLETE",1
988,"2021-10-23T02:13:12.317015Z",234,"COMPLETE",1
1,"2021-02-04T13:20:22.245677Z",3,"CANCELLED",1
2,"2021-02-08T20:58:10.472721Z",45,"COMPLETE",1
3,"2021-02-09T23:17:07.242517Z",18,"COMPLETE",1
4,"2021-02-10T13:43:36.061929Z",45,"COMPLETE",1
5,"2021-02-11T18:01:30.906119Z",2,"COMPLETE",1
6,"2021-02-13T20:11:48.70232Z",74,"COMPLETE",1
7,"2021-02-22T00:57:11.011114Z",9,"COMPLETE",1
8,"2021-02-22T15:00:52.003836Z",109,"COMPLETE",1
9,"2021-02-23T13:25:26.824165Z",127,"COMPLETE",1
10,"2021-02-23T14:02:10.185867Z",106,"COMPLETE",1
11,"2021-02-24T02:05:31.903891Z",68,"COMPLETE",1
12,"2021-02-24T09:54:16.110489Z",127,"COMPLETE",1
13,"2021-02-24T11:44:43.69093Z",99,"COMPLETE",1
14,"2021-02-24T17:50:02.729015Z",101,"COMPLETE",1
15,"2021-02-26T17:43:17.366895Z",119,"COMPLETE",1
16,"2021-02-26T23:42:54.082181Z",119,"COMPLETE",1
17,"2021-02-27T07:47:46.60603Z",16,"COMPLETE",1
18,"2021-02-28T18:42:54.719579Z",39,"COMPLETE",1
19,"2021-03-01T06:09:26.634522Z",49,"COMPLETE",1
20,"2021-03-01T10:07:32.467335Z",3,"COMPLETE",3
21,"2021-03-01T18:38:27.438669Z",144,"COMPLETE",1
22,"2021-03-01T22:55:29.698737Z",80,"COMPLETE",1
23,"2021-03-02T11:52:28.359515Z",67,"COMPLETE",1
24,"2021-03-02T15:53:19.496456Z",81,"COMPLETE",1
25,"2021-03-03T06:39:48.533449Z",42,"COMPLETE",1
26,"2021-03-03T09:30:59.972993Z",126,"COMPLETE",1
27,"2021-03-03T16:28:34.339866Z",148,"COMPLETE",1
28,"2021-03-05T00:33:33.690222Z",139,"COMPLETE",1
29,"2021-03-06T11:03:10.204846Z",55,"COMPLETE",1
30,"2021-03-06T17:53:59.405864Z",206,"COMPLETE",1
31,"2021-03-07T10:12:11.248486Z",122,"COMPLETE",1
32,"2021-03-07T19:55:05.581612Z",32,"COMPLETE",3
33,"2021-03-08T01:20:10.569196Z",65,"COMPLETE",1
34,"2021-03-09T00:16:29.279808Z",71,"COMPLETE",1
35,"2021-03-09T13:25:35.573763Z",31,"COMPLETE",1
36,"2021-03-10T02:51:51.860596Z",217,"COMPLETE",1
37,"2021-03-10T21:37:23.229444Z",116,"COMPLETE",1
38,"2021-03-11T15:23:33.673327Z",131,"COMPLETE",1
39,"2021-03-12T00:53:54.81664Z",193,"COMPLETE",1
40,"2021-03-12T07:14:13.124764Z",194,"COMPLETE",1
41,"2021-03-12T13:27:22.18094Z",115,"COMPLETE",1
42,"2021-03-12T16:57:16.442468Z",184,"COMPLETE",1
43,"2021-03-12T23:47:56.795113Z",121,"COMPLETE",1
44,"2021-03-13T05:28:48.295881Z",162,"COMPLETE",1
45,"2021-03-13T14:51:24.003858Z",81,"COMPLETE",1
46,"2021-03-14T00:26:31.884618Z",73,"COMPLETE",1
47,"2021-03-14T09:59:09.696949Z",115,"COMPLETE",1
48,"2021-03-14T14:54:16.350539Z",71,"COMPLETE",1
49,"2021-03-14T15:59:04.218808Z",121,"COMPLETE",1
50,"2021-03-15T08:04:35.364043Z",135,"COMPLETE",1
51,"2021-03-15T08:40:04.771304Z",65,"COMPLETE",1
52,"2021-03-15T13:35:30.310002Z",229,"COMPLETE",1
53,"2021-03-16T01:21:22.224575Z",224,"COMPLETE",1
54,"2021-03-16T17:21:33.275456Z",227,"COMPLETE",1
55,"2021-03-17T06:01:16.749463Z",62,"COMPLETE",1
56,"2021-03-17T09:37:37.836101Z",84,"COMPLETE",1
57,"2021-03-18T03:02:21.657882Z",168,"COMPLETE",1
58,"2021-03-18T04:07:52.903345Z",61,"COMPLETE",1
59,"2021-03-19T12:14:18.810205Z",244,"COMPLETE",1
